Id,XGB_SalePrice,LGBM_SalePrice
1956,282289.22,307424.9594272544
1957,159147.5,159093.0543616029
1958,303339.16,273884.97256790305
1959,133599.44,131855.32191583427
1960,107217.88,106275.10951620033
1961,122082.09,124813.39929383005
1962,98554.31,92501.68272920322
1963,104047.71,103685.37737108003
1964,109009.1,107227.83509167781
1965,147060.23,150185.22922507706
1966,144150.48,144607.27556599412
1967,309354.47,283361.9740397512
1968,406019.12,402508.83773533866
1969,387526.44,407408.38104590756
1970,426341.97,470766.866383638
1971,459945.03,462961.6743318189
1972,330065.0,325868.2426844119
1973,272552.22,292381.24722778756
1974,331987.03,285556.7821210067
1975,444226.75,454258.6252595029
1976,280228.03,246929.18394414763
1977,341206.25,346994.17438868416
1978,365176.78,334376.3219190051
1979,324914.4,310540.160801679
1980,189401.84,182480.22418007723
1981,333317.4,322680.3070425083
1982,229895.12,222739.54007260583
1983,199285.66,205257.86150548919
1984,161900.6,164559.08916984257
1985,213946.42,193794.2640643317
1986,208255.7,180153.70418854442
1987,188942.17,181141.75912268535
1988,177685.08,176602.34522397793
1989,193253.64,187478.93747671274
1990,218882.53,213729.23657502356
1991,219040.56,224439.68106270023
1992,214621.73,207498.78708278036
1993,168320.17,168451.7095659734
1994,241793.48,233363.91739717283
1995,181677.44,174613.8429971056
1996,253620.53,241380.48551120778
1997,331612.1,308424.97092920926
1998,323789.34,386863.4363110162
1999,287999.38,262883.2240410637
2000,288514.06,284242.19273247034
2001,269475.5,258112.4716975649
2002,235034.1,222377.71933450448
2003,240288.7,257377.0534421572
2004,275817.62,251318.49250944625
2005,225423.67,214770.02236252138
2006,232041.45,247807.7919685148
2007,255540.55,230720.97058824802
2008,214704.2,224294.19457551758
2009,192356.08,199438.56389148123
2010,184425.78,187873.0305895465
2011,136112.52,137590.43918109746
2012,183923.94,181961.683521817
2013,184815.52,192143.06855955353
2014,179500.5,181094.99949186915
2015,191105.7,197588.55964721504
2016,191141.44,197716.83651660162
2017,200603.88,200269.2670672834
2018,120814.89,123846.2160100402
2019,134303.7,136095.8546723356
2020,111542.03,102820.71930058715
2021,112191.625,115976.587032255
2022,184729.53,173717.65726010504
2023,150158.16,148470.1178506014
2024,252857.03,256458.28343557156
2025,370595.7,399686.9591180149
2026,176886.55,176477.46803977888
2027,158439.55,152462.3938054022
2028,171397.2,161579.83603508727
2029,179693.38,175926.51330154375
2030,281431.22,285348.36148597393
2031,238496.36,253244.73200313005
2032,250278.88,284037.0915224309
2033,256200.38,270586.9001111355
2034,164512.78,157454.28310457672
2035,210760.48,203179.9757594644
2036,195847.89,180886.83225248012
2037,217138.7,199368.2878736749
2038,278284.88,308001.5287929427
2039,219034.14,219123.25215059455
2040,311673.5,383404.88957507024
2041,257278.44,285938.3329751654
2042,205473.61,197942.70094350103
2043,164509.81,175517.23192098338
2044,170112.88,178893.66889743862
2045,215796.12,212530.8092116045
2046,132445.88,132488.32929028384
2047,143171.22,143991.21155851695
2048,140452.48,141394.44543656643
2049,125100.57,128102.26358016104
2050,178306.55,183883.25631141977
2051,112969.37,115523.81669922495
2052,133763.45,132743.0731302341
2053,141357.66,143319.34866700874
2054,92274.47,94851.6431148896
2055,158934.97,150011.6357315152
2056,141566.69,138903.6967221293
2057,118390.805,120464.19313189869
2058,222829.88,218155.2033466986
2059,135053.11,139784.57263404044
2060,166542.14,173538.08040163026
2061,168054.42,162073.69461422993
2062,133403.08,135916.0329237114
2063,112656.48,112777.54136297153
2064,144633.38,140276.31949577096
2065,125083.24,117349.32466370294
2066,183656.39,180449.42769256714
2067,126054.734,122181.96052766535
2068,126180.77,106748.3238562606
2069,90665.67,89729.49570317658
2070,109739.2,113408.23286078914
2071,100123.81,98460.0684765543
2072,127182.69,137163.651098622
2073,142439.61,139528.71984266012
2074,170883.73,167208.6253157675
2075,153487.8,149335.38442333436
2076,121794.21,127105.31705369806
2077,150426.67,163762.0120382968
2078,128869.24,136169.41984202093
2079,130621.06,133787.24793089027
2080,117294.15,119727.09456246813
2081,122391.58,124839.55446994593
2082,117865.16,107981.43700757403
2083,143182.62,138615.56134607148
2084,111398.35,112761.83139102886
2085,123000.25,118435.7636880242
2086,131544.77,137388.08370799804
2087,118501.09,123430.2954714602
2088,103330.86,89506.26319519013
2089,85712.28,87561.2031556541
2090,122734.03,139011.0827663007
2091,117829.64,123908.12418721445
2092,133203.42,128014.94448531531
2093,131236.98,123054.75104060731
2094,115854.54,108863.30491391785
2095,152008.2,153814.57924969238
2096,95974.74,78906.96869305057
2097,96830.8,103653.1424011188
2098,154559.69,150848.0136333414
2099,72159.42,67929.30881277271
2100,90926.38,98562.17511770618
2101,131076.16,129062.63845502265
2102,123777.21,126723.55225268191
2103,107168.63,106385.21166405517
2104,122730.5,135873.06606779865
2105,136475.33,123189.73252705538
2106,81308.28,77821.367065985
2107,220029.34,240042.60380702166
2108,115119.32,121464.66055741352
2109,113365.75,115198.45598702706
2110,132743.27,128047.4861328836
2111,141766.55,148617.2223242981
2112,142850.16,135952.63561983375
2113,124546.02,122576.5817893408
2114,107887.43,107910.88204169014
2115,157916.52,153919.5367587954
2116,126930.055,129497.07449434567
2117,154484.92,152134.53761171532
2118,123258.8,113999.11063670383
2119,107755.45,117930.48029109962
2120,112887.12,115339.64023579299
2121,118253.38,119508.41422626567
2122,113526.31,109803.71287050926
2123,97026.18,82930.59496195037
2124,163892.83,148531.28013644807
2125,127716.375,124784.67685607751
2126,153764.95,151033.32545357113
2127,163576.4,151834.07843588904
2128,133877.25,140656.78067836052
2129,106886.83,111461.16825652862
2130,148937.33,156973.31966108485
2131,153007.9,132508.7447623833
2132,115603.54,114798.14494235371
2133,124252.58,124400.8737201776
2134,122575.34,122359.68887856894
2135,105689.48,109793.65647868066
2136,79242.62,72781.08382110228
2137,114219.51,109477.64538029947
2138,141049.38,136859.35506191725
2139,153940.61,157005.2941822368
2140,134762.28,138355.92897333295
2141,152103.1,157778.32972510305
2142,130126.586,131151.7529208406
2143,141352.22,147878.72011979733
2144,122340.016,130429.69756772551
2145,129004.12,127922.32551004656
2146,169322.1,169137.19161970468
2147,139714.8,140472.60105134457
2148,135973.95,131452.78965039382
2149,146010.19,151368.70416342485
2150,221211.84,224266.36474290423
2151,121743.4,113251.88220409029
2152,190808.73,188502.89004397485
2153,163862.67,153159.00728167163
2154,107772.81,107311.7814700902
2155,138681.94,147861.23174021038
2156,274244.75,269036.55430155346
2157,232195.73,230194.31837671908
2158,243284.44,238709.69693683137
2159,207655.55,202777.6167109141
2160,177142.73,172478.05549538278
2161,238575.16,249468.86032681252
2162,382994.62,439435.54435128625
2163,337760.97,336309.1899154366
2164,248969.22,240227.0797705802
2165,188979.38,164098.42059274577
2166,149693.92,153018.56566251235
2167,213420.28,214140.20051569864
2168,202611.31,198125.6910183518
2169,197686.33,204412.63995818575
2170,215558.66,218615.0507733647
2171,153364.69,151460.35852910666
2172,141432.8,144812.33343363958
2173,172466.19,164861.32540307764
2174,238614.84,231191.02522210713
2175,293499.12,276623.5164541726
2176,341644.2,331974.4034247866
2177,258544.56,245213.22643391343
2178,210255.05,205827.31879204782
2179,144234.08,139772.19278575474
2180,226026.81,213979.10977144702
2181,187862.05,191082.2514452664
2182,230969.31,228757.84767164884
2183,198184.5,202031.42122040305
2184,134566.55,132671.07498179673
2185,128957.6,135604.1152176402
2186,146645.22,143490.84056418322
2187,156688.19,161508.4941349066
2188,156999.77,158707.3892481382
2189,220469.53,205121.92026065642
2190,81854.89,79146.2689653638
2191,85824.36,77197.21180835587
2192,88669.78,90526.16328859811
2193,116144.68,114137.9254923976
2194,104155.97,107819.39190002663
2195,102451.26,107005.39615413292
2196,108518.23,127719.50690614537
2197,116857.516,110585.22153263696
2198,154289.97,152980.94527200068
2199,167416.06,175918.02705551864
2200,143510.7,140591.941282556
2201,144429.9,149831.60395305423
2202,203897.72,191328.0148040355
2203,161414.08,163969.42251247924
2204,174624.58,180068.5663183918
2205,123506.93,119763.95214420847
2206,146114.27,138246.0072326195
2207,209022.06,206523.36132366912
2208,231294.31,203969.14084775076
2209,218435.81,224012.75022510753
2210,122930.766,123177.14976029722
2211,113433.445,111785.97039799768
2212,115016.055,113501.68854045481
2213,102140.05,115363.37566637556
2214,143862.73,133509.7259768187
2215,114208.07,113387.99951727978
2216,149435.75,145357.93052362293
2217,87888.46,88258.76411229663
2218,91444.55,79215.1359053556
2219,81603.81,75356.22063844005
2220,91043.945,101398.48800409985
2221,343510.4,365686.70040264307
2222,268595.3,254617.58408624423
2223,301614.78,294686.30892555806
2224,221061.66,215859.31532123574
2225,131182.11,131411.1538573336
2226,212363.14,207124.91582504203
2227,202982.39,202784.372040451
2228,306914.3,282046.94517749886
2229,247585.55,248402.08195553548
2230,167972.84,165860.04688636563
2231,216923.06,227014.99312534026
2232,179980.78,176060.38146442143
2233,185336.58,166186.36414295438
2234,253079.16,232339.2287260277
2235,230309.03,229919.18035255733
2236,270847.6,273707.07176317123
2237,334393.62,281643.4200333731
2238,202686.5,198992.47723418052
2239,106471.74,117522.3313834502
2240,161528.33,164255.96141298005
2241,164732.73,158522.39548281135
2242,131991.89,131420.8677595024
2243,128364.19,126531.73353717008
2244,96226.484,95926.72604176828
2245,98533.9,98915.47876705267
2246,139277.86,142697.52977249218
2247,107043.44,95256.1640198945
2248,123575.055,125203.25240431607
2249,126304.38,122601.92936369417
2250,134555.06,134617.1519161881
2251,114027.62,129463.08925893198
2252,187142.66,176419.72592816918
2253,170745.69,153200.38225243398
2254,182996.81,170573.99640174344
2255,197117.34,190503.1008387761
2256,184054.83,182965.09708244054
2257,207118.27,222789.08983215052
2258,166845.33,164736.6785027493
2259,180996.61,178199.7254387161
2260,164430.5,147819.73292783246
2261,194375.8,182285.79230033932
2262,231520.45,212213.8397425543
2263,361440.94,372348.5288071435
2264,404007.84,409099.62611790054
2265,174366.28,166247.8774683618
2266,294123.88,299938.83622139704
2267,353262.0,348199.4467231452
2268,395156.38,391663.5139558672
2269,147556.27,136804.02691579287
2270,186967.62,179411.52359493566
2271,235665.16,205579.38264567076
2272,199906.8,188377.8378202837
2273,163136.75,161692.6297824937
2274,175935.05,174496.11662872526
2275,174264.05,143856.96280358353
2276,182028.8,182749.01278473064
2277,196929.16,182534.65142526792
2278,142482.16,149242.5705142658
2279,127862.78,129299.2273164329
2280,104846.39,103724.86097648615
2281,184680.94,177480.45353275948
2282,192860.19,188190.72498155135
2283,102656.73,92717.09061361702
2284,112698.85,116388.76997668302
2285,146911.45,143837.55817066965
2286,127460.14,128335.81542181302
2287,345675.2,313210.702926115
2288,271471.2,259705.5592364387
2289,331085.0,407874.8110020354
2290,425317.0,423396.14386617456
2291,342170.97,334262.49522469006
2292,415452.44,441624.39154073055
2293,434668.22,466625.4077007364
2294,420786.1,417316.1725572681
2295,441124.56,408126.17023098073
2296,249736.73,228843.90157310237
2297,338565.38,312133.9917135811
2298,296140.38,314594.9437524678
2299,394707.53,383458.89756565914
2300,320414.4,308620.8429872873
2301,293552.22,286499.5678921416
2302,239438.86,212955.4440712888
2303,231258.05,227756.4198253386
2304,232367.47,218497.89303876078
2305,173956.12,176625.11644192235
2306,176586.97,182764.18783769422
2307,192953.56,190310.72822614436
2308,208730.19,209392.55133163184
2309,277704.84,279936.6289572552
2310,204720.8,209554.34722313567
2311,185964.31,180342.58831342455
2312,170191.8,192295.7705181432
2313,172507.47,169577.76019999894
2314,177677.56,168531.75868661187
2315,177322.38,179939.62307265753
2316,200036.12,185059.89342863832
2317,182279.53,177518.49845302623
2318,178502.97,188412.9206272908
2319,182876.8,179783.30430190207
2320,186257.88,181139.91888911944
2321,248094.45,228290.46694764553
2322,164005.8,163019.0818268806
2323,186936.34,175214.73653004324
2324,167674.81,166995.70644244438
2325,208071.47,209244.4531205902
2326,169666.78,164316.41467034872
2327,207414.88,200920.82686509535
2328,225917.81,224852.48295525246
2329,184615.23,179775.72277596948
2330,176580.98,175929.51523561522
2331,360112.5,306175.9407281612
2332,391443.94,416204.1937766438
2333,318606.06,281795.5889609434
